ticker,signal,confidence,current_price,price_change_1d,price_change_7d,rsi,sma_20,sma_50,relative_volume,week_52_position_pct,trailing_pe,beta,recommendation_key,factors,analyzed_at
ALEC,WEAK_BUY,65,2.41,-4.74,11.06,58.97,2.173,2.0842,1.41,60.87,,0.582,hold,Uptrend,2026-04-05T17:36:42.483474
ALF,WEAK_BUY,65,10.8,0.37,0.0,57.73,10.7704,10.7462,0.05,100.0,32.727272,,none,Uptrend,2026-04-05T17:36:47.203313
ALFUU,HOLD,50,10.79,0.0,-1.55,50.0,10.8196,10.8138,0.0,63.41,,,none,,2026-04-05T17:36:51.909723
ALGM,HOLD,50,32.6,-2.1,-0.09,54.52,31.6455,35.2428,0.52,59.02,,1.695,strong_buy,,2026-04-05T17:37:01.340798
ALGN,HOLD,50,170.6,-1.23,-5.36,55.76,172.8525,176.8918,0.86,56.31,30.19469,1.811,buy,,2026-04-05T17:37:06.061536
ALGS,HOLD,50,7.97,2.97,14.51,54.85,7.1897,7.2807,0.71,42.4,,2.621,none,,2026-04-05T17:37:10.789029
ALGT,HOLD,50,82.84,-0.34,-2.41,60.91,80.2935,92.0668,0.79,55.04,,1.629,buy,,2026-04-05T17:37:15.542526
ALHC,HOLD,50,18.76,5.1,6.71,65.89,17.656,19.6314,0.91,58.27,Infinity,1.201,none,,2026-04-05T17:37:20.275349
ALIL,HOLD,50,28.072,0.05,-1.14,52.92,27.986,29.3801,0.12,50.57,22.513588,,,,2026-04-05T17:37:24.988171
ALIS,HOLD,50,9.98,0.0,0.0,42.86,9.995,9.9961,0.0,59.09,142.57143,,none,,2026-04-05T17:37:29.722059
ALISU,SELL,80,10.51,0.0,0.0,100.0,10.555,10.6812,0.0,46.9,,,none,RSI overbought (100.0),2026-04-05T17:37:39.138063
ALKS,SELL,80,34.84,-0.6,18.62,79.11,29.379,31.4148,1.04,85.5,24.363638,0.39,strong_buy,RSI overbought (79.1),2026-04-05T17:37:43.851982
ALKT,HOLD,50,16.56,3.44,4.35,36.21,16.8845,17.468,0.61,13.96,,0.568,none,,2026-04-05T17:37:48.574507
ALLO,WEAK_BUY,65,2.48,-3.12,6.44,52.04,2.3755,2.1418,0.73,83.51,,0.536,buy,Uptrend,2026-04-05T17:37:53.300458
ALLR,HOLD,50,1.16,2.65,3.57,40.0,1.172,1.0554,0.33,31.45,,,none,,2026-04-05T17:37:58.028752
ALLT,HOLD,50,7.11,2.75,7.24,63.1,6.652,8.2506,0.68,36.29,88.875,1.531,strong_buy,,2026-04-05T17:38:02.748002
ALLW,HOLD,50,29.1,0.45,2.11,48.91,28.903,29.1376,0.49,85.28,20.287758,,,,2026-04-05T17:38:07.469296
ALM,HOLD,50,15.36,2.26,-6.0,32.94,17.3775,15.652,0.75,63.31,,1.906,strong_buy,,2026-04-05T17:38:12.200646
ALMS,HOLD,50,23.37,2.82,-5.8,45.78,24.8495,26.2723,0.45,74.03,,,strong_buy,,2026-04-05T17:38:16.924319
ALMU,HOLD,50,13.44,4.59,4.84,35.01,13.9305,15.3339,0.37,38.07,,-1.326,none,,2026-04-05T17:38:21.640925
ALNT,HOLD,50,60.54,-2.07,-8.31,46.44,62.6055,63.7739,0.93,81.34,45.863636,1.532,buy,,2026-04-05T17:38:26.482303
ALNY,HOLD,50,318.85,-3.01,-3.0,53.22,318.9285,328.6718,0.63,39.0,136.8455,0.383,buy,,2026-04-05T17:38:31.225320
ALOT,HOLD,50,9.11,0.66,1.9,56.57,8.878,9.111,8.66,37.59,,0.647,none,,2026-04-05T17:38:36.012337
ALOVU,HOLD,50,9.99,0.1,0.3,66.67,9.9625,9.9743,0.13,50.0,,,none,,2026-04-05T17:38:45.528439
ALOY,HOLD,50,9.19,0.88,-14.27,34.93,12.4847,13.33,1.41,27.12,,0.835,none,,2026-04-05T17:38:54.939712
ALPS,HOLD,50,1.01,0.0,-1.94,49.17,1.0145,0.9704,0.17,19.16,,,none,,2026-04-05T17:38:59.653232
ALRM,HOLD,50,43.67,0.85,1.87,31.87,45.4688,46.6851,0.61,11.27,17.752031,0.83,buy,,2026-04-05T17:39:04.367163
ALRS,HOLD,50,23.84,0.97,-0.58,58.43,23.5614,24.182,1.02,76.47,35.058823,0.602,hold,,2026-04-05T17:39:09.165148
ALT,HOLD,50,3.34,7.05,0.91,45.18,3.407,4.2407,0.61,9.67,,0.338,buy,,2026-04-05T17:39:13.885103
ALTI,HOLD,50,3.82,4.66,13.35,54.88,3.6657,4.1895,0.67,40.8,,0.831,strong_buy,,2026-04-05T17:39:18.601564
ALTO,WEAK_BUY,65,4.67,-2.51,6.62,50.23,4.5145,3.387,0.88,90.93,29.187502,0.059,none,Uptrend,2026-04-05T17:39:23.340474
ALTS,HOLD,50,1.14,3.64,-15.56,35.38,1.311,1.537,1.17,1.41,,2.014,none,,2026-04-05T17:39:28.057510
ALTY,HOLD,50,12.095,0.42,0.21,47.22,12.1069,12.2051,0.36,75.87,17.107176,,,,2026-04-05T17:39:32.797238
ALVO,HOLD,50,3.65,0.83,16.24,54.95,3.5465,4.244,0.46,7.03,36.5,0.246,buy,,2026-04-05T17:39:37.521788
ALXO,HOLD,50,1.97,-0.51,-3.43,49.29,2.0763,2.0722,0.61,69.41,,0.503,strong_buy,,2026-04-05T17:39:46.943186
ALZN,BUY,80,1.0,-1.96,-48.19,17.9,1.7205,1.8862,0.67,0.26,,-0.051,none,RSI oversold (17.9),2026-04-05T17:39:51.670895
AMAL,WEAK_BUY,65,39.4,0.82,2.15,61.82,38.1085,38.9993,0.63,81.51,11.554253,0.82,none,Low P/E (11.6),2026-04-05T17:39:56.422336
AMAT,WEAK_BUY,65,348.47,-1.51,-5.65,52.76,347.4915,345.7126,0.55,82.56,35.70389,1.637,buy,Uptrend,2026-04-05T17:42:01.242316
AMBA,HOLD,50,50.54,-1.06,-6.56,44.42,52.768,59.9062,0.7,20.2,,2.011,buy,,2026-04-05T17:42:05.961245
AMBR,WEAK_BUY,65,2.5,0.4,4.6,41.3,2.4655,2.4186,0.17,10.94,,,none,Uptrend,2026-04-05T17:42:10.714960
AMCI,HOLD,50,5.98,-1.16,1.01,33.98,6.8068,6.4903,0.19,8.81,,0.075,none,,2026-04-05T17:42:15.424807
AMCX,WEAK_BUY,65,7.17,2.43,7.01,49.01,7.094,7.5514,0.73,36.14,4.3192773,1.161,hold,Low P/E (4.3),2026-04-05T17:42:20.146564
AMD,HOLD,50,217.5,3.47,-1.26,64.88,202.7255,211.6366,1.0,73.99,83.333336,1.963,buy,,2026-04-05T17:42:24.862607
AMDD,HOLD,50,8.37,-3.33,0.36,33.08,9.0855,8.9133,0.8,3.41,,,,,2026-04-05T17:42:29.590463
AMDG,HOLD,50,23.535,6.59,-4.13,63.31,20.8536,23.7817,0.4,41.71,,,,,2026-04-05T17:42:34.311406
AMDL,HOLD,50,13.93,6.83,-3.67,63.58,12.316,14.0326,0.94,48.33,,,,,2026-04-05T17:42:39.026725
AMGN,BUY,80,347.94,-1.51,-1.69,28.41,358.314,362.3602,0.57,66.62,24.45116,0.465,buy,RSI oversold (28.4),2026-04-05T17:42:43.790604
AMID,HOLD,50,32.51,0.27,-0.67,50.68,32.4733,33.8146,0.2,52.5,25.865202,,,,2026-04-05T17:42:48.513769
AMIX,HOLD,50,0.395,-1.99,-8.78,42.86,0.4229,0.4094,0.08,2.14,,-2.464,none,,2026-04-05T17:42:53.281502
AMKR,HOLD,50,46.7,0.45,-6.47,57.03,45.1885,47.2437,0.4,75.87,31.133333,1.95,none,,2026-04-05T17:42:58.022940
AMLX,HOLD,50,14.95,4.18,8.1,58.76,14.038,14.3353,1.02,82.34,,-0.213,strong_buy,,2026-04-05T17:43:02.739190
AMOD,BUY,80,0.342,-8.06,-5.79,24.89,0.4091,0.5952,0.3,0.53,,,buy,RSI oversold (24.9),2026-04-05T17:43:07.465780
AMPG,HOLD,50,1.93,1.58,-29.56,33.33,2.4345,2.7525,0.29,19.57,,-0.774,buy,,2026-04-05T17:43:16.894269
AMPH,SELL,80,20.45,1.04,4.5,72.56,19.281,23.5822,0.81,24.03,10.073893,0.913,none,"RSI overbought (72.6), Low P/E (10.1)",2026-04-05T17:43:31.052149
AMPL,HOLD,50,6.84,0.74,3.79,39.24,7.1175,7.5724,0.51,9.95,,1.488,none,,2026-04-05T17:43:35.784984
AMRN,HOLD,50,14.74,0.68,0.41,40.91,14.9335,14.9778,0.16,53.68,,0.821,none,,2026-04-05T17:43:40.535875
AMRX,HOLD,50,12.48,-1.81,1.79,60.38,12.3578,13.4719,0.52,66.34,56.727272,1.318,none,,2026-04-05T17:43:45.262061
AMSC,WEAK_BUY,65,32.09,-1.72,-4.38,53.29,31.119,31.6548,0.58,32.01,10.555922,2.975,none,Low P/E (10.6),2026-04-05T17:43:49.982420
AMSF,WEAK_BUY,65,32.97,1.23,0.52,51.1,32.9267,35.1522,1.23,5.3,13.348179,0.343,hold,Low P/E (13.3),2026-04-05T17:43:54.751575
AMST,HOLD,50,1.77,0.0,2.31,51.35,1.8153,1.8523,0.14,6.23,,1.13,none,,2026-04-05T17:43:59.468972
AMTX,SELL,80,3.16,6.04,-2.77,70.62,2.5545,1.9348,1.61,79.51,,1.476,none,"Uptrend, RSI overbought (70.6)",2026-04-05T17:44:04.218832
AMUN,WEAK_BUY,65,26.03,0.06,0.08,61.07,26.0113,25.9808,0.06,34.15,,,,Uptrend,2026-04-05T17:44:08.953059
AMUU,HOLD,50,48.51,6.71,-3.94,63.37,42.968,48.9968,0.58,41.21,65.3725,,,,2026-04-05T17:44:13.685939
AMWD,HOLD,50,38.27,-3.11,-9.97,45.65,40.035,50.8202,0.63,7.53,32.99138,1.338,none,,2026-04-05T17:44:18.443176
AMYY,HOLD,50,15.515,0.61,-0.76,63.77,15.2374,15.7971,0.46,3.8,,,,,2026-04-05T17:44:23.167833
AMZD,HOLD,50,10.94,0.55,0.74,47.93,10.9716,10.7309,1.33,30.69,,,,,2026-04-05T17:44:27.899927
AMZN,HOLD,50,209.77,-0.38,-0.92,51.95,209.3675,214.998,0.62,49.77,29.256624,1.383,strong_buy,,2026-04-05T17:44:32.669718
AMZU,HOLD,50,27.2,-0.87,-2.47,50.73,27.3464,29.3195,0.6,23.12,33.4883,,,,2026-04-05T17:44:37.415194
AMZZ,HOLD,50,24.88,-0.79,-1.78,50.55,24.9445,26.6806,0.31,31.69,,,,,2026-04-05T17:44:42.132013
ANAB,HOLD,50,57.68,1.67,-11.79,34.35,61.6522,55.9674,1.1,79.79,,0.406,strong_buy,,2026-04-05T17:44:46.836126
ANDE,WEAK_BUY,65,73.41,0.99,0.58,58.41,69.7106,66.5773,0.77,98.7,26.31183,0.686,none,Uptrend,2026-04-05T17:44:51.622102
ANEL,HOLD,50,13.499,2.93,-13.36,42.03,14.8156,16.0914,0.46,13.61,,,,,2026-04-05T17:44:56.324782
ANGH,WEAK_BUY,65,3.43,2.69,-2.06,61.29,3.1502,2.8355,0.02,24.58,,1.125,none,Uptrend,2026-04-05T17:45:01.031051
ANGI,WEAK_BUY,65,6.85,-0.58,-4.99,36.76,7.4795,9.1622,0.55,3.23,7.287234,1.818,none,Low P/E (7.3),2026-04-05T17:45:10.480874
ANGL,HOLD,50,28.81,0.28,0.89,56.58,28.6023,28.9847,2.67,66.08,60.259914,,,,2026-04-05T17:45:15.273679
ANGO,HOLD,50,10.31,-13.65,-8.11,47.09,10.8495,10.844,2.15,34.64,,0.448,strong_buy,,2026-04-05T17:45:19.998226
ANIK,WEAK_BUY,65,14.8,-1.2,1.65,58.2,14.398,12.2834,0.68,94.8,,0.277,none,Uptrend,2026-04-05T17:45:24.725886
ANIP,HOLD,50,74.21,-2.3,0.19,62.42,74.1615,76.9396,0.66,40.9,22.35241,0.435,buy,,2026-04-05T17:45:29.454434
ANIX,HOLD,50,2.55,-6.25,-5.56,36.79,2.7395,2.8772,0.44,7.03,,0.576,strong_buy,,2026-04-05T17:45:34.178344
ANL,HOLD,50,8.18,3.54,14.89,53.03,7.6885,8.0604,0.78,65.12,,-0.707,strong_buy,,2026-04-05T17:45:38.897449
ANNA,WEAK_BUY,65,7.89,8.68,13.2,62.28,5.6192,3.9239,1.9,34.9,197.25,-1.196,none,Uptrend,2026-04-05T17:45:43.625226
ANNX,HOLD,50,5.5,2.61,2.52,47.43,5.4327,5.5897,1.23,71.5,,1.148,strong_buy,,2026-04-05T17:45:53.071164
ANPA,HOLD,50,8.95,-4.48,4.68,54.34,8.67,29.9034,0.04,3.46,895.0,,none,,2026-04-05T17:47:57.831312
ANSC,WEAK_BUY,65,11.29,0.0,0.36,66.67,11.2602,11.2363,0.0,100.0,47.0,-0.042,none,Uptrend,2026-04-05T17:48:02.545008
ANSCU,HOLD,50,11.1,0.0,0.0,,11.1,11.1,0.0,30.43,,-0.042,none,,2026-04-05T17:48:07.252065
ANTA,WEAK_BUY,65,7.02,8.0,-0.85,43.81,7.3368,8.3283,0.53,3.59,9.36,,none,Low P/E (9.4),2026-04-05T17:48:16.669124
ANTX,BUY,80,3.27,-5.22,-10.66,18.25,4.169,2.3423,0.3,38.41,,-1.319,none,RSI oversold (18.3),2026-04-05T17:48:21.391225
ANY,HOLD,50,1.52,0.66,5.56,43.75,1.5455,1.7007,0.06,3.79,,3.736,none,,2026-04-05T17:48:30.877915
AOHY,WEAK_BUY,65,10.98,0.0,0.44,57.2,10.9289,10.9948,1.02,59.79,2.3398342,,,Low P/E (2.3),2026-04-05T17:48:35.622671
AOSL,HOLD,50,22.71,-0.57,-2.57,56.82,21.568,21.7152,0.51,39.8,,1.938,none,,2026-04-05T17:48:40.345019
AOTG,HOLD,50,48.242,0.39,-1.16,47.2,48.7908,50.5187,0.26,57.77,35.425236,,,,2026-04-05T17:48:45.062199
AOUT,SELL,80,9.03,-1.2,0.0,77.31,8.679,8.8523,0.96,38.5,,0.293,none,RSI overbought (77.3),2026-04-05T17:48:49.772185
APA,HOLD,50,42.04,1.67,1.74,77.41,38.012,31.9794,1.19,88.72,10.536341,0.484,hold,"Uptrend, RSI overbought (77.4), Low P/E (10.5)",2026-04-05T17:48:54.669754
APAC,SELL,80,10.05,0.0,0.1,80.0,10.0405,10.0383,0.0,94.68,251.0,,none,"Uptrend, RSI overbought (80.0)",2026-04-05T17:48:59.369990
APACU,SELL,80,10.2,0.0,0.0,75.0,10.1997,10.2798,0.0,40.65,,,none,RSI overbought (75.0),2026-04-05T17:49:08.898632
APAD,WEAK_BUY,65,10.17,0.0,0.0,62.5,10.1632,10.1238,0.61,88.24,59.82353,,none,Uptrend,2026-04-05T17:49:13.604686
APADU,SELL,80,10.53,0.0,0.0,80.0,10.524,10.4121,0.0,53.92,,,none,"Uptrend, RSI overbought (80.0)",2026-04-05T17:49:23.102505
APEI,WEAK_BUY,65,57.66,0.28,-1.5,50.0,53.741,47.8572,0.57,95.45,41.185715,1.494,strong_buy,Uptrend,2026-04-05T17:49:32.533746
APGE,WEAK_BUY,65,84.34,0.12,7.4,64.98,75.209,71.3595,0.62,97.32,,1.025,strong_buy,Uptrend,2026-04-05T17:49:37.292140
API,WEAK_BUY,65,3.66,0.55,3.98,41.75,3.7375,4.1866,0.32,43.25,9.15,0.749,none,Low P/E (9.2),2026-04-05T17:49:42.010553
APLD,HOLD,50,24.56,0.29,-13.43,42.99,26.1175,30.3323,0.73,54.54,,7.274,strong_buy,,2026-04-05T17:49:46.735754
APLM,BUY,80,14.72,0.0,-17.63,5.71,18.313,19.1015,0.0,28.76,,1.832,none,RSI oversold (5.7),2026-04-05T17:49:51.449695
APLMW,HOLD,50,0.0139,0.0,0.0,,0.0138,0.0211,1.0,7.63,,,none,,2026-04-05T17:49:56.167220
APLS,SELL,80,40.41,0.05,128.05,89.37,21.621,21.8766,2.15,99.71,224.49998,-0.197,hold,RSI overbought (89.4),2026-04-05T17:50:00.887965
APM,WEAK_BUY,65,0.925,-2.94,-17.41,56.43,0.9054,0.8646,0.2,7.2,,-0.009,none,Uptrend,2026-04-05T17:50:05.719485
APOG,HOLD,50,33.35,-1.19,1.43,50.71,33.251,37.1279,0.57,13.51,17.834223,1.107,strong_buy,,2026-04-05T17:50:10.566879
APP,BUY,80,386.37,-0.38,-11.52,29.38,437.5865,445.466,0.53,34.1,38.444775,2.502,buy,RSI oversold (29.4),2026-04-05T17:50:15.296846
APPF,BUY,80,157.11,1.93,-0.92,21.99,167.9445,179.3641,0.53,3.97,40.492268,0.838,strong_buy,RSI oversold (22.0),2026-04-05T17:50:20.022750
APPN,HOLD,50,24.47,1.75,2.21,41.67,25.03,25.7838,0.39,11.12,1223.5,1.006,none,,2026-04-05T17:50:24.747195
APPS,BUY,80,2.89,-2.69,-2.03,19.27,3.31,4.0358,0.69,12.64,,2.337,none,RSI oversold (19.3),2026-04-05T17:50:29.481115
APPX,BUY,80,25.68,-0.81,-23.73,27.91,34.1203,38.7191,0.55,3.98,,,,RSI oversold (27.9),2026-04-05T17:50:34.228961
APRE,HOLD,50,0.715,1.56,6.56,47.49,0.7495,0.7548,0.05,9.99,,1.574,strong_buy,,2026-04-05T17:50:38.945576
APVO,HOLD,50,4.17,0.0,-5.76,44.24,4.6635,6.1545,0.13,0.06,,1.508,strong_buy,,2026-04-05T17:50:43.673391
APWC,WEAK_BUY,65,1.33,-3.62,-6.99,33.33,1.458,1.5886,0.1,1.94,9.5,0.514,none,Low P/E (9.5),2026-04-05T17:50:48.391675
APXT,HOLD,50,9.97,0.3,0.3,47.06,9.9567,9.9583,0.01,76.92,,,none,,2026-04-05T17:50:53.106809
APXTU,HOLD,50,10.15,0.59,0.5,62.5,10.103,10.1093,0.08,35.0,,,none,,2026-04-05T17:50:57.825585
APYX,HOLD,50,3.68,1.38,-5.4,51.68,3.657,3.738,0.33,77.69,,1.543,none,,2026-04-05T17:51:07.282022
AQB,HOLD,50,0.876,-1.02,-7.1,43.3,0.9188,0.9253,0.31,11.74,,,none,,2026-04-05T17:51:11.995330
AQMS,HOLD,50,3.87,-3.97,-6.07,35.64,4.3245,4.648,0.13,1.39,,,strong_buy,,2026-04-05T17:51:16.715690
AQST,WEAK_BUY,65,4.13,0.0,-1.9,54.55,4.1005,3.9324,0.2,37.02,,1.533,strong_buy,Uptrend,2026-04-05T17:51:21.440161
AQWA,HOLD,50,19.125,-0.47,0.76,50.44,19.0161,19.8099,0.15,66.7,20.630487,,,,2026-04-05T17:51:26.171333
ARAI,HOLD,50,0.721,-16.26,-16.07,33.09,0.9032,1.2572,0.67,0.05,,,none,,2026-04-05T17:51:30.898836
ARAY,HOLD,50,0.42,7.69,7.69,57.14,0.411,0.5464,1.16,5.08,,1.318,none,,2026-04-05T17:51:35.628545
ARBB,HOLD,50,4.28,6.73,-2.46,43.83,4.5268,5.0174,0.05,3.82,,1.095,none,,2026-04-05T17:51:40.356377
ARBE,HOLD,50,0.64,0.0,-0.93,32.95,0.7072,0.9674,0.13,3.78,,0.701,none,,2026-04-05T17:51:45.088216
ARBK,HOLD,50,2.78,0.0,-6.14,39.42,2.9403,3.1665,0.63,0.07,,1.898,none,,2026-04-05T17:53:54.559147
ARCB,SELL,80,100.51,0.85,4.95,78.88,91.9605,97.0233,0.63,78.5,38.3626,1.425,buy,RSI overbought (78.9),2026-04-05T17:53:59.384935
ARCC,WEAK_BUY,65,18.09,2.03,0.17,53.17,17.9972,18.5992,0.87,11.46,9.725806,0.627,buy,Low P/E (9.7),2026-04-05T17:54:04.179075
ARCT,SELL,80,8.03,2.29,13.74,71.16,7.0535,7.385,1.0,11.9,,2.436,buy,RSI overbought (71.2),2026-04-05T17:54:23.126084
ARDX,HOLD,50,5.94,-2.78,5.32,54.04,5.75,6.528,0.51,52.6,,0.657,strong_buy,,2026-04-05T17:54:27.854003
AREB,BUY,80,0.065,0.0,0.0,0.0,7.0693,118.8217,0.0,,,,none,RSI oversold (0.0),2026-04-05T17:54:32.561899
AREC,BUY,80,2.45,4.7,-3.54,28.29,2.823,3.0781,0.98,30.76,,1.211,strong_buy,RSI oversold (28.3),2026-04-05T17:54:41.984331
ARGX,HOLD,50,746.42,0.44,7.08,65.31,707.282,774.5417,0.97,55.67,38.16053,-0.087,strong_buy,,2026-04-05T17:54:46.698070
ARHS,WEAK_BUY,65,6.38,-2.45,-6.86,41.99,6.8214,8.1871,0.96,1.86,13.291667,2.558,buy,Low P/E (13.3),2026-04-05T17:54:51.420506
ARKO,HOLD,50,5.65,-1.22,2.36,61.27,5.439,5.763,0.74,66.56,37.666664,0.859,strong_buy,,2026-04-05T17:54:56.157934
ARKR,HOLD,50,6.6,0.61,-4.35,44.35,6.779,6.8034,0.91,12.41,,0.337,none,,2026-04-05T17:55:00.931387
ARLP,BUY,80,28.17,2.18,-1.5,58.61,27.827,26.2891,0.46,82.34,11.737499,0.277,strong_buy,"Uptrend, Low P/E (11.7)",2026-04-05T17:55:05.737527
ARM,WEAK_BUY,65,149.11,-3.84,-5.07,68.67,133.167,125.2814,1.18,66.99,198.81334,3.338,buy,Uptrend,2026-04-05T17:55:10.488646
ARMG,WEAK_BUY,65,9.4,-7.84,-11.99,66.02,7.8409,7.1067,0.76,38.55,,,,Uptrend,2026-04-05T17:55:15.218751
ARMY,HOLD,50,26.479,0.14,1.31,46.2,26.5353,27.0011,0.03,68.25,,,,,2026-04-05T17:55:19.943722
AROW,SELL,80,34.13,0.38,2.77,71.1,32.954,33.641,0.82,83.13,12.879245,0.762,none,"RSI overbought (71.1), Low P/E (12.9)",2026-04-05T17:55:24.843642
ARQ,SELL,80,2.47,4.66,-1.2,71.32,2.277,3.0678,1.25,14.65,,3.493,none,RSI overbought (71.3),2026-04-05T17:55:29.608407
ARQQ,HOLD,50,13.97,2.8,2.57,52.35,13.8247,16.6346,0.78,5.82,,2.475,none,,2026-04-05T17:55:34.353174
ARQQW,HOLD,50,0.132,0.0,0.0,,0.1328,0.2751,1.0,0.29,,2.475,none,,2026-04-05T17:55:39.061696
ARQT,HOLD,50,23.63,-1.95,3.91,55.35,22.947,24.8823,0.76,59.12,,1.767,none,,2026-04-05T17:55:43.781431
ARRY,HOLD,50,7.34,-2.78,-5.05,55.16,7.0445,9.1069,0.6,42.27,,1.787,buy,,2026-04-05T17:55:48.488271
ARTCU,HOLD,50,9.9,0.0,0.1,50.0,9.8975,9.9366,0.0,15.38,,,none,,2026-04-05T17:55:57.928721
ARTL,WEAK_BUY,65,7.04,-10.2,45.15,57.94,5.872,4.8851,0.16,4.93,,0.409,none,Uptrend,2026-04-05T17:56:07.431280
ARTNA,WEAK_BUY,65,32.19,-0.37,1.58,46.28,32.079,32.8036,0.28,29.7,14.56561,0.359,none,Low P/E (14.6),2026-04-05T17:56:12.225812
ARTV,WEAK_BUY,65,6.74,-0.15,23.44,57.45,5.917,5.117,0.79,83.86,,,none,Uptrend,2026-04-05T17:56:16.958059
ARTW,WEAK_BUY,65,2.07,-1.43,-8.41,31.11,2.2135,2.3308,0.17,19.51,10.349999,0.821,none,Low P/E (10.3),2026-04-05T17:56:21.740387
ARVN,HOLD,50,10.85,-4.24,-0.64,38.55,11.5845,12.4182,1.49,57.49,,1.976,buy,,2026-04-05T17:56:26.499783
ARVR,HOLD,50,44.907,-0.06,1.24,47.83,44.8243,46.522,0.41,62.3,25.921104,,,,2026-04-05T17:56:31.228515
ARWR,HOLD,50,61.03,-3.0,0.43,65.12,58.4675,62.5431,0.49,76.59,38.14375,1.269,buy,,2026-04-05T17:56:35.957431
ASBP,HOLD,50,1.02,0.99,-9.73,48.9,0.9782,1.299,0.15,1.37,,,none,,2026-04-05T17:56:40.677482
ASCI,HOLD,50,33.262,-1.6,-1.99,50.13,33.4758,34.6636,0.01,27.98,20.460617,,,,2026-04-05T17:56:50.116854
ASLE,HOLD,50,6.17,-0.96,-3.14,46.85,6.2735,6.9948,0.73,17.13,34.27778,0.223,none,,2026-04-05T17:56:54.827330
ASMB,WEAK_BUY,65,29.01,-1.43,1.19,54.76,28.4135,28.003,0.39,66.52,,1.158,strong_buy,Uptrend,2026-04-05T17:56:59.534438
ASMG,HOLD,50,31.614,-6.18,-11.55,46.23,33.561,36.6009,1.08,62.75,,,,,2026-04-05T17:57:04.252732
ASML,HOLD,50,1317.23,-3.13,-5.5,47.23,1348.389,1394.4477,1.02,76.26,46.089222,1.382,strong_buy,,2026-04-05T17:57:09.030365
ASND,HOLD,50,229.25,0.44,3.78,53.79,226.6197,227.5391,1.11,84.46,,0.485,strong_buy,,2026-04-05T17:57:18.468457
ASNS,HOLD,50,0.356,-0.84,-11.44,44.67,0.3721,0.3493,0.03,2.22,,1.426,strong_buy,,2026-04-05T17:57:23.205387
ASO,WEAK_BUY,65,57.35,-0.59,7.54,53.37,55.1025,56.9785,0.93,82.49,10.351985,1.217,buy,Low P/E (10.4),2026-04-05T17:57:27.936938
ASPC,HOLD,50,10.77,-1.73,-0.65,47.34,10.9341,12.0066,0.02,1.24,56.684216,,none,,2026-04-05T17:57:32.649290
ASPCU,HOLD,50,10.83,0.0,-2.17,68.63,10.8315,12.2056,0.0,1.7,,,none,,2026-04-05T17:57:42.107289
ASPI,HOLD,50,4.29,4.38,-14.88,35.94,4.931,5.5733,0.58,3.5,,3.61,none,,2026-04-05T17:57:46.824743
ASPS,WEAK_BUY,65,6.82,6.07,3.49,53.3,6.556,6.207,0.64,21.61,45.466667,0.172,strong_buy,Uptrend,2026-04-05T17:59:51.604472
ASRT,SELL,80,19.21,-3.37,3.45,81.41,14.9525,13.1508,1.59,90.31,,0.433,none,"Uptrend, RSI overbought (81.4)",2026-04-05T18:00:05.729577
ASRV,BUY,80,3.71,2.77,2.77,42.25,3.6785,3.6312,0.6,88.42,10.911765,0.428,none,"Uptrend, Low P/E (10.9)",2026-04-05T18:00:10.555773
ASST,HOLD,50,9.75,-4.04,-10.14,51.44,9.842,10.4937,0.55,1.04,,,strong_buy,,2026-04-05T18:00:15.299501
ASTC,HOLD,50,3.98,-10.56,76.89,67.57,2.808,2.9386,0.28,33.83,,-0.118,none,,2026-04-05T18:00:20.045863
ASTE,HOLD,50,55.06,-1.98,0.35,56.0,53.9285,55.138,0.65,72.91,32.77381,1.394,strong_buy,,2026-04-05T18:00:24.809588
ASTH,WEAK_BUY,65,25.05,2.2,2.33,61.38,24.313,22.7832,0.57,41.69,54.45652,0.768,strong_buy,Uptrend,2026-04-05T18:00:29.527610
ASTI,HOLD,50,4.35,12.11,1.64,42.35,4.7755,5.7053,0.26,37.06,,1.461,none,,2026-04-05T18:00:34.240664
ASTL,SELL,80,4.14,0.73,-0.48,72.67,3.9545,4.3493,0.63,26.51,,1.539,hold,RSI overbought (72.7),2026-04-05T18:00:38.980489
ASTS,HOLD,50,92.62,10.28,-3.58,54.19,87.9632,93.3641,1.14,66.62,,2.8,hold,,2026-04-05T18:00:48.413436
ASUR,HOLD,50,8.45,1.32,5.76,41.38,8.5955,8.6286,0.54,35.26,,0.487,strong_buy,,2026-04-05T18:00:53.192145
ASYS,HOLD,50,12.12,1.42,0.83,42.93,11.976,13.2312,0.31,57.96,,1.64,none,,2026-04-05T18:00:57.914726
ATAI,HOLD,50,3.79,2.43,7.06,54.46,3.627,3.7485,0.67,47.14,,1.574,strong_buy,,2026-04-05T18:01:02.645778
ATAT,HOLD,50,36.48,-1.25,1.45,55.76,36.1245,37.2904,0.84,69.12,21.585798,0.822,strong_buy,,2026-04-05T18:01:07.379948
ATCX,HOLD,50,5.69,-0.7,7.36,43.55,5.6795,6.6669,0.18,13.51,,,none,,2026-04-05T18:01:12.089309
ATEC,HOLD,50,10.83,-3.82,-5.74,33.02,12.008,13.1938,0.68,13.95,,1.119,strong_buy,,2026-04-05T18:01:16.827688
ATER,HOLD,50,0.603,0.0,1.01,55.05,0.584,0.6162,0.35,5.25,,0.042,none,,2026-04-05T18:01:21.578038
